site_no,sample_date,sample_time,Aquifer Code,Aquifer Type,Latitude,Longititude,Well Depth,Sampling Depth,Temperature,Electrical conductivity,Carbonate alkalinity,TDS,pH,O2(aq),N2(aq),NH4+,NO2-,NO3-,HPO4--,HS-,Ca++,Mg++,Na+,K+,Cl-,SO4--,F-,SiO2(aq),Fe++,Mn++,Al+++,CH4(aq),Lead,Arsenic,Akermanite,Al2(SO4)3,Al2(SO4)3^6H2O,Alabandite,Albite,Albite high,Albite low,Alunite,Amesite-14A,Amrph^silica,Analc-dehydr,Analcime,Andalusite,Andradite,Anhydrite,Annite,Anorthite,Antarcticite,Anthophyllite,Antigorite,Aragonite,Arcanite,Artinite,Bassanite,Beidellit-Ca,Beidellit-H,Beidellit-K,Beidellit-Mg,Beidellit-Na,Berlinite,Birnessite,Bischofite,Bixbyite,Bloedite,Boehmite,Brucite,Burkeite,Ca(OH)2(c),Ca-Al Pyroxene,Ca2Cl2(OH)2^H2O,Ca2Si3O8^5/2H2O,Ca2SiO4(gamma),Ca2SiO4^7/6H2O,Ca3Si2O7^3H2O,Ca3SiO5,Ca4Cl2(OH)6^13H2O,Ca4Si3O10^3/2H2O,Ca5Si6O17^11/2H2O,Ca5Si6O17^21/2H2O,Ca5Si6O17^3H2O,Ca6Si6O18^H2O,CaCl2^2H2O,CaCl2^4H2O,CaCl2^H2O,CaHPO4^2H2O,Calcite,Carnallite,CaSi2O5^2H2O,CaSO4^1/2H2O(beta),Chalcedony,Chamosite-7A,Chloromagnesite,Chrysotile,Clinochl-14A,Clinochl-7A,Clinoptil-Ca,Clinoptil-K,Clinoptil-Mg,Clinoptil-Na,Clinozoisite,Cordier^anhy,Cordier^hydr,Corundum,Cristobalite,Cronstedt-7A,Daphnite-14A,Daphnite-7A,Dawsonite,Diaspore,Diopside,Dolomite,Dolomite-dis,Dolomite-ord,Enstatite,Epidote,Epidote-ord,Epsomite,Fayalite,Fe(OH)2(ppd),Fe(OH)3(ppd),Fe2(SO4)3(c),FeF2(c),FeF3(c),FeO(c),Ferrite-2-Ca,Ferrite-Ca,Ferrite-Mg,Ferrosilite,FeSO4(c),Fluorapatite,Fluorite,Forsterite,Gaylussite,Gehlenite,Gibbsite,Goethite,Graphite,Greenalite,Grossular,Gypsum,Halite,Hausmannite,Hedenbergite,Hematite,Hercynite,Heulandite,Hexahydrite,Huntite,Hydromagnesite,Hydrophilite,Hydroxyapatite,Illite,Jadeite,Jarosite-K,Jarosite-Na,K-feldspar,K2CO3^3/2H2O,K8H4(CO3)6^3H2O,Kainite,Kalicinite,Kalsilite,Kaolinite,Kieserite,KMgCl3,KMgCl3^2H2O,KNaCO3^6H2O,Kyanite,Larnite,Laumontite,Lawrencite,Lawsonite,Leonhardtite,Lime,Magnesite,Magnetite,Manganite,Manganosite,Margarite,Maximum Microcline,Melanterite,Mercallite,Merwinite,Mg2Cl(OH)3^4H2O,MgCl2^2H2O,MgCl2^4H2O,MgCl2^H2O,MgF2(c),MgOHCl,MgSO4(c),MHSH(Mg1.5),Minnesotaite,Mirabilite,Misenite,Mn(OH)2(am),Mn(OH)3(c),Mn3(PO4)2(c),MnCl2^2H2O,MnCl2^4H2O,MnCl2^H2O,MnHPO4(c),MnSO4(c),Molysite,Monohydrocalcite,Monticellite,Mordenite-K,Mordenite-Na,Muscovite,Na2Si2O5,Na2SiO3,Na3H(SO4)2,Na4SiO4,Na6Si2O7,NaFeO2(c),Nepheline,Nesquehonite,Nontronit-Ca,Nontronit-K,Nontronit-Mg,Nontronit-Na,O-phth acid(c),Paragonite,Pargasite,Pentahydrite,Phengite,Phlogopite,Pirssonite,Portlandite,Prehnite,Pseudowollastonite,Pyrite,Pyrolusite,Pyrophyllite,Pyrrhotite,Quartz,Rankinite,Rhodochrosite,Rhodonite,Ripidolit-14A,Ripidolit-7A,Sanidine high,Saponite-Ca,Saponite-H,Saponite-K,Saponite-Mg,Saponite-Na,Scacchite,Sepiolite,Siderite,Sillimanite,Smectite-high-Fe-Mg,Smectite-low-Fe-Mg,Smectite-Reykjanes,Spinel,Strengite,Sulfur-Rhmb,Sylvite,Tachyhydrite,Talc,Tephroite,Thenardite,Todorokite,Tremolite,Tridymite,Troilite,Vivianite,Wairakite,Whitlockite,Wollastonite,Wustite,Zoisite
4.14E+14,8/17/1992,,358ALXD,Alexandrian Series,41.6755751,-91.35016339,450,,7.27,462,,472,6.9,,,0.8,,,,,110,31,20,2.2,20,49,0.2,20,1100,140,,,,,-22.49,,,,,,,,,-0.5711,,,,,-2.207,,,-13.37,-25.97,-62.45,,-10.17,,-2.841,,,,,,,,-14.35,,-14.17,,-6.939,,-12.94,,-25.56,-12.67,-21.31,-20.53,-37.55,-49.16,-44.95,-35,-34.81,-32.35,-39.01,-52.67,-17.9,-14.32,-18.12,,,-21.6,-6.095,-3.033,0.5778,,-33.38,-8.756,,,,,,,,,,,0.274,,,,,,-7.636,,,,-5.147,,,-4.732,-6.383,-4.917,,,-13.05,,-3.472,,,,-2.628,-11.86,,-1.625,-12.45,,,,,,-4.632,,-1.852,-7.936,,-7.813,,,,-5.09,,,-22.01,,,,,,,,,-14.22,,,,-7.069,-40.11,-32.19,,,-22.89,,-21.41,,-6.039,-23.78,,,,-11.18,,,-5.933,-12.88,-36.04,-15.6,-23.54,-17.58,-27.19,-5.134,-16.81,-12.62,-11.77,-2.269,-7.876,-86.23,-8.347,,,-16.7,-15.19,-18.43,,-12.69,,,-13.62,,,,-18.15,-19.11,-21.77,-58.24,-91.21,,,,,,,,,,,-5.41,,,,-12.94,,-7.329,,,,,0.8662,-29.11,,-5.905,,,,,,,,,-21.9,-10.81,,,,,,,,,-8.343,-46.97,-4.993,-12.25,-9.542,,-18.33,0.6829,,,,,-6.895,,
4.14E+14,9/3/1993,,358ALXD,Alexandrian Series,41.6755751,-91.35016339,450,,7.25,765,,478,7.1,,,1.3,,,,,100,33,19,6.1,19,36,0.4,17,2800,140,,,,,-21.48,,,,,,,,,-0.6417,,,,,-2.371,,,-13.44,-23.52,-53.3,,-9.415,,-3.005,,,,,,,,-14.36,,-14.44,,-6.508,,-12.58,,-25.27,-12.15,-20.65,-19.88,-36.6,-48.14,-43.93,-33.76,-33.42,-30.96,-37.61,-50.91,-17.98,-14.4,-18.2,,,-21.18,-5.872,-3.197,0.5074,,-33.4,-7.603,,,,,,,,,,,0.2035,,,,,,-6.982,,,,-4.786,,,-4.828,-4.833,-4.107,,,-12.04,,-2.662,,,,-1.888,-11.58,,-1.058,-11.66,,,,,,-2.342,,-2.016,-7.978,,-6.78,,,,-5.186,,,-22.09,,,,,,,,,-13.89,,,,-7.166,-39.7,-31.78,,,-22.23,,-21.05,,-6.135,-23.42,,,,-10.77,,,-5.65,-12.77,-34.66,-14.96,-23.55,-17.59,-27.2,-4.5,-16.6,-12.72,-11.65,-0.1198,-8.047,-84.77,-7.943,,,-16.74,-15.23,-18.46,,-12.81,,,-12.89,,,,-17.94,-18.82,-22.29,-57.6,-90.28,,,,,,,,,,,-5.506,,,,-12.58,,-7.036,,,,,0.7958,-28.16,,-5.571,,,,,,,,,-21.94,-9.507,,,,,,,,,-7.92,-47.06,-3.982,-11.52,-9.713,,-16.01,0.6125,,,,,-6.602,,
4.14E+14,6/26/1997,,358ALXD,Alexandrian Series,41.6755751,-91.35016339,450,,7.24,464,,472,7.1,,,0.8,,,,,110,33,17,1.3,24,45,0.25,20,3300,160,,,,,-21.27,,,,,,,,,-0.5709,,,,,-2.248,,,-13.21,-23,-52.24,,-10.67,,-2.882,,,,,,,,-14.17,,-14.37,,-6.514,,-12.55,,-25,-11.87,-20.51,-19.74,-36.36,-47.97,-43.59,-33.41,-32.82,-30.36,-37.02,-50.28,-17.75,-14.16,-17.97,,,-21.56,-5.696,-3.074,0.5782,,-33.2,-7.48,,,,,,,,,,,0.2743,,,,,,-6.812,,,,-4.722,,,-4.745,-4.633,-4.042,,,-12.39,,-2.597,,,,-1.752,-11.43,,-1.434,-11.6,,,,,,-2.005,,-1.892,-7.928,,-6.539,,,,-5.103,,,-21.86,,,,,,,,,-14.38,,,,-7.083,-40.08,-32.16,,,-22.09,,-20.78,,-6.053,-23.38,,,,-10.72,,,-5.497,-13.35,-34.43,-14.87,-23.36,-17.4,-27.01,-4.917,-16.5,-12.64,-11.57,0.3586,-8.057,-89.54,-7.892,,,-16.49,-14.97,-18.21,,-12.67,,,-12.79,,,,-17.89,-18.85,-22.26,-57.73,-90.44,,,,,,,,,,,-5.423,,,,-12.55,,-6.931,,,,,0.8666,-27.92,,-5.449,,,,,,,,,-21.69,-9.106,,,,,,,,,-8.493,-46.44,-3.716,-11.34,-9.724,,-15.4,0.6833,,,,,-6.497,,
4.14E+14,9/19/2001,,358ALXD,Alexandrian Series,41.6755751,-91.35016339,450,,7.22,883,,534,6.6,,,0.71,,,,,120,36,21,1.5,53,53,0.34,19,920,170,,,1,1,-24.24,,,,,,,,,-0.5924,,,,,-2.164,,,-12.5,-29.98,-75.95,,-10.49,,-2.798,,,,,,,,-13.46,,-14.05,,-7.487,,-13.52,,-25.27,-13.88,-22.49,-21.71,-39.32,-50.91,-45.8,-37.38,-37.82,-35.36,-42.02,-56.26,-17.04,-13.45,-17.26,,,-20.45,-6.713,-2.989,0.5569,,-32.49,-10.44,,,,,,,,,,,0.253,,,,,,-8.803,,,,-5.716,,,-4.658,-7.785,-5.608,,,-12.69,,-4.163,,,,-3.339,-11.93,,-1.148,-13.57,,,,,,-6.744,,-1.808,-7.497,,-9.122,,,,-5.017,,,-21.15,,,,,,,,,-13.89,,,,-6.997,-38.97,-31.05,,,-24.06,,-20.66,,-5.966,-24.36,,,,-11.71,,,-6.003,-12.73,-38.37,-15.98,-22.65,-16.69,-26.3,-4.629,-16.64,-12.55,-11.97,-4.423,-7.819,-85.65,-8.876,,,-15.79,-14.27,-17.51,,-12.6,,,-14.76,,,,-18.76,-19.7,-21.38,-59.4,-92.96,,,,,,,,,,,-5.337,,,,-13.52,,-7.927,,,,,0.8453,-30.88,,-6.455,,,,,,,,,-20.99,-13.12,,,,,,,,,-8.091,-44.31,-6.72,-13.33,-9.487,,-22.38,0.662,,,,,-7.493,,
4.14E+14,7/23/2002,,358ALXD,Alexandrian Series,41.6755751,-91.35016339,450,,7.2,871,,500,6.6,,,0.66,,,0.17,,120,34,17,1.9,32,57,0.22,19,1600,200,100,,  ,1,-24.26,-50.66,-31.48,,0.7674,-0.674,0.7674,0.3745,-6.176,-0.5923,-5.312,-0.2711,0.4576,,-2.126,-3.923,-3.804,-12.93,-30.14,-76.52,,-10.25,,-2.76,7.67,6.984,7.077,7.601,7.081,-2.42,,-13.92,,-14.18,0.5782,-7.511,,-13.52,-10.33,-25.7,-13.88,-22.48,-21.71,-39.32,-50.91,-46.23,-37.37,-37.81,-35.35,-42.01,-56.25,-17.47,-13.89,-17.69,-2.84,,-21.02,-6.711,-2.951,0.5572,-0.8511,-32.96,-10.51,-11.93,-15.46,7.665,8.175,2.565,2.916,-3.812,-11.73,-9.057,-1.252,0.2533,,-3.505,-7.045,,1.52,-8.824,,,,-5.74,,,-4.646,-7.303,-5.366,,,-13.07,,-3.922,,,,-3.098,-11.66,14.2,-1.76,-13.61,,-21.44,2.473,,,-6.02,-12.82,-1.77,-7.806,,-8.879,,-1.641,5.125,-5.004,,,-21.58,2.853,6.486,-1.699,,,2.909,,,-13.99,,-2.163,6.999,-6.985,-39.55,-31.62,,0.7804,-24.06,3.378,-20.86,1.206,-5.954,-24.36,,,,-11.64,1.811,2.911,-5.725,-12.59,-38.39,-16.24,-23.11,-17.15,-26.76,-5.268,-16.88,-12.54,-11.97,-3.698,-7.965,-84.57,-8.805,,-19.65,-16.15,-14.64,-17.88,0.6387,-12.49,,,-14.78,4.089,1.456,9.153,-18.94,-19.88,-21.58,-59.77,-93.51,,-4.154,,,,,,,6.065,-34.3,-5.324,1.115,-7.908,,-13.52,-3.135,-7.925,,,6.885,,0.8457,-30.88,,-6.383,-8.25,-11.78,1.589,-5.994,-6.68,-6.587,-6.061,-6.583,-21.36,-13.22,,0.06259,,,,-9.487,,,-8.206,-45.66,-6.79,-13.19,-9.633,,-22.5,0.6623,,-3.519,-1.62,0.7544,-7.491,,-3.861
4.14E+14,7/24/2003,,358ALXD,Alexandrian Series,41.6755751,-91.35016339,450,,7.19,1000,,,7.1,,,0.59,,,0.17,,,,,,31,65,0.23,18,,,,,,,,,,,,,,,,-0.6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5325,,,,,,,,,,,,,,0.2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6376,,,,,,,
4.14E+14,7/1/2004,,358ALXD,Alexandrian Series,41.6755751,-91.35016339,450,,7.17,920,,,6.6,,,0.44,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+14,8/31/2005,,358ALXD,Alexandrian Series,41.6755751,-91.35016339,450,,7.16,860,,,6.7,,,0.79,,,0.11,,,,23,1.8,39,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.57,,,,,,,,,,,-7.529,-84.27,,,,,,,,,,,,,,,,,-20.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.088,,,,-9.199,,,,,,,,,,
4.14E+14,7/10/2006,,358ALXD,Alexandrian Series,41.6755751,-91.35016339,450,,7.14,960,,,,,,0.48,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+14,1/11/2016,,358ALXD,Alexandrian Series,41.6755751,-91.35016339,450,,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+14,6/5/1996,,340DVSL,Devonian-Silurian System,41.6825,-91.5476111,225,,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+14,6/5/1996,,340DVSL,Devonian-Silurian System,41.6825,-91.5476111,225,,7.09,617,320,357,6.9,,,0.17,0.01,0.09,,,83,30,6.6,0.9,0.6,20,0.3,23,340,58,,,,,-22.72,,,,,,,,,-0.5084,,,,,-2.72,,,-16.55,-25.75,-62.32,-0.3631,-11.32,-9.118,-3.354,,,,,,,,-17.43,,-15.91,,-6.981,-33.37,-13.1,,-28.9,-12.78,-21.56,-20.79,-37.9,-49.58,-48.57,-35.44,-35.21,-32.74,-39.41,-53.23,-21.1,-17.51,-21.32,,-0.1959,-26.58,-6.121,-3.546,0.6419,,-36.48,-8.748,,,,,,,,,,,0.3378,,,,,,-7.704,0.1945,-1.487,0.1945,-5.125,,,-5.127,-7.476,-5.495,,,-13.27,,-4.051,,,,-3.142,-12.8,,-1.41,-12.47,-10.7,,,,,-6.234,,-2.363,-9.944,,-8.419,,,,-5.486,-6.132,-17.79,-25.21,,,,,,,-17.7,-61.64,-16.52,-6.609,,,-7.47,-45.11,-37.19,-12.38,,-23.14,,-25.04,,-6.438,-23.95,-1.353,,,-11.61,,,-6.866,-13.63,-36.44,-17.19,-26.62,-20.66,-30.28,-4.809,-18.37,-13.03,-12.2,-3.743,-9.209,-91.87,-8.772,,,-20.16,-18.65,-21.89,,-13.47,,-1.16,-13.75,,,,-19.01,-20.03,-23.96,-60.17,-94.06,,,-4.516,,,,,,,,-5.806,,,-11.55,-13.1,,-7.422,,,,,0.9305,-29.46,-1.495,-6.265,,,,,,,,,-25.37,-10.58,-0.9098,,,,,,,,-10.25,-56.31,-4.856,-13.04,-10.88,,-18.32,0.747,,,,,-6.988,,
4.14E+14,6/5/1996,,340DVSL,Devonian-Silurian System,41.6825,-91.5476111,225,,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+14,8/23/1956,,344CDVL,Cedar Valley Limestone,41.68946065,-91.5193356,90,,7.06,815,,479,7.3,,,,,0.099,,,116,35,16,3.5,4,11,0.2,19,2500,100,,,,,-20.04,,,,,,,,,-0.5915,,,,,-2.833,,,-14.73,-20.19,-42.38,,-10.43,,-3.467,,,,,,,,-15.69,,-15.62,,-6.092,,-12.13,,-26.1,-11.08,-19.69,-18.91,-35.13,-46.73,-43.81,-31.78,-30.81,-28.35,-35.01,-47.86,-19.27,-15.68,-19.49,,,-23.43,-5.308,-3.659,0.5591,,-34.74,-6.245,,,,,,,,,,,0.2549,,,,,,-6.002,,,,-4.319,,,-5.328,-4.095,-3.763,,,-12.7,,-2.319,,,,-1.492,-12.16,,-1.592,-10.78,,,,,,-1.202,,-2.475,-8.731,,-5.874,,,,-5.687,,,-23.39,,,,,,,,,-15.31,,,,-7.672,-41.97,-34.04,,,-21.27,,-22.46,,-6.639,-22.97,,,,-10.53,,,-6.224,-13.73,-32.78,-14.99,-24.89,-18.92,-28.54,-5.08,-17.06,-13.23,-11.95,1.123,-8.719,-91.58,-7.698,,,-18.24,-16.73,-19.97,,-13.49,,,-11.97,,,,-17.6,-18.54,-23.77,-57.09,-89.5,,,,,,,,,,,-6.007,,,,-12.13,,-6.527,,,,,0.8477,-26.69,,-5.274,,,,,,,,,-23.45,-7.52,,,,,,,,,-8.837,-51.01,-2.519,-10.97,-10.39,,-12.58,0.6642,,,,,-6.093,,
4.14E+14,1/25/1966,,344CDVL,Cedar Valley Limestone,41.6958362,-92.229627,600,,7.05,2500,,2020,7.4,,,,,0.11,,,280,109,184,10,1,1230,0.5,34,22000,250,,,,,-18.47,,,,,,,,,-0.3355,,,,,-0.8307,,,-15.91,-14.98,-27.19,,-7.717,,-1.465,,,,,,,,-16.72,,-9.543,,-5.641,,-11.82,,-26.97,-9.699,-18.83,-18.05,-33.7,-45.56,-44.07,-29.79,-27.75,-25.28,-31.95,-44.49,-20.45,-16.86,-20.67,,,-24.7,-4.491,-1.656,0.8153,,-35.78,-4.379,,,,,,,,,,,0.5111,,,,,,-4.734,,,,-3.612,,,-3.179,-2.059,-2.873,,,-11.32,,-1.429,,,,-0.3463,-9.577,,-0.7993,-9.617,,,,,,1.98,,-0.473,-8.355,,-4.167,,,,-3.539,,,-24.57,,,,,,,,,-13.4,,,,-5.524,-43.24,-35.31,,,-20.4,,-23.05,,-4.491,-22.67,,,,-10.18,,,-3.637,-11.53,-30.9,-14.83,-25.92,-19.96,-29.58,-4.141,-17.35,-11.08,-9.58,4.817,-4.787,-75.65,-7.344,,,-19.37,-17.85,-21.1,,-11.44,,,-10.96,,,,-14.85,-16.05,-17.02,-52.37,-82.29,,,,,,,,,,,-3.859,,,,-11.82,,-5.966,,,,,1.104,-25.26,,-4.663,,,,,,,,,-24.58,-4.178,,,,,,,,,-9.074,-54.26,-0.1406,-10.01,-6.462,,-7.667,0.9204,,,,,-5.532,,
4.14E+14,6/6/1996,,340DVSL,Devonian-Silurian System,41.69805556,-90.5843611,198,,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+14,6/6/1996,,340DVSL,Devonian-Silurian System,41.69805556,-90.5843611,198,,7.01,422,220,243,7.2,,,1,0.01,3.19,,,42,21,14,1,2.2,2.3,0.5,12,240,68,,,,,-22.14,,,,,,,,,-0.7908,,,,,-3.857,,,-15.66,-24.69,-55.73,-0.4743,-12.09,-8.62,-4.491,,,,,,,,-16.4,,-17.12,,-6.508,-32.96,-12.77,,-27.67,-12.95,-21.17,-20.39,-37.45,-48.86,-46.66,-34.94,-35.21,-32.74,-39.41,-52.9,-20.21,-16.62,-20.43,,-0.3072,-24.92,-6.345,-4.683,0.3602,,-35.46,-7.889,,,,,,,,,,,0.05599,,,,,,-7.456,0.1074,-1.575,0.1074,-4.934,,,-6.127,-6.785,-5.009,,,-12.91,,-3.565,,,,-2.937,-13.79,,-1.194,-11.81,-9.984,,,,,-5.335,,-3.499,-9.034,,-8.157,,,,-6.486,-6.173,-17.22,-24.32,,,,,,,-17.44,-61.51,-16.9,-6.705,,,-8.473,-43.46,-35.54,-11.84,,-22.75,,-24,,-7.439,-23.61,-1.33,,,-10.9,,,-7.853,-14.76,-35.52,-15.96,-25.6,-19.63,-29.26,-4.458,-17.63,-14.03,-12.96,-3.408,-9.413,-99.37,-8.07,,,-18.91,-17.39,-20.64,,-14.25,,-1.271,-13.22,,,,-18.31,-19.05,-25,-57.92,-90.84,,,-4.494,,,,,,,,-6.806,,,-10.84,-12.77,,-7.366,,,,,0.6489,-29.01,-1.242,-5.845,,,,,,,,,-24.12,-10.37,-0.8731,,,,,,,,-9.623,-53.37,-4.561,-11.91,-11.09,,-17.53,0.4653,,,,,-6.932,,
4.14E+14,6/6/1996,,340DVSL,Devonian-Silurian System,41.69805556,-90.5843611,198,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+14,11/6/1963,,350SLRN,Silurian System,41.7156111,-91.5378056,293,,6.98,886,,526,7.1,,,,,0.023,,,103,35.7,34.8,3.9,2,107,0.25,13.2,120,50,,,,,-21.76,,,,,,,,,-0.7484,,,,,-1.918,,,-15.41,-24.41,-55.21,,-9.336,,-2.553,,,,,,,,-16.31,,-12.97,,-6.517,,-12.62,,-27.27,-12.52,-20.83,-20.05,-36.92,-48.37,-45.95,-34.21,-34.2,-31.73,-38.4,-51.74,-19.96,-16.37,-20.18,,,-24.31,-6.109,-2.744,0.4029,,-35.37,-7.83,,,,,,,,,,,0.09862,,,,,,-7.229,,,,-4.9,,,-4.347,-7.755,-5.515,,,-13.85,,-4.071,,,,-3.4,-12.51,,-1.48,-11.78,,,,,,-6.768,,-1.56,-8.697,,-8.428,,,,-4.707,,,-24.08,,,,,,,,,-14.59,,,,-6.694,-42.85,-34.92,,,-22.41,,-24.41,,-5.66,-23.46,,,,-11.26,,,-6.571,-12.49,-34.99,-15.93,-25.52,-19.55,-29.17,-4.904,-17.59,-12.26,-11.19,-4.755,-7.046,-83.01,-8.431,,,-19.17,-17.66,-20.9,,-12.82,,,-13.04,,,,-17.64,-18.43,-20.56,-56.73,-89.03,,,,,,,,,,,-5.027,,,,-12.62,,-7.174,,,,,0.6916,-28.47,,-6.163,,,,,,,,,-24.38,-10.15,,,,,,,,,-9.094,-52.95,-4.416,-12.59,-8.724,,-16.93,0.508,,,,,-6.739,,
4.14E+14,3/4/2013,,350SLRN,Silurian System,41.7156111,-91.5378056,293,,6.97,847,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+14,3/4/2013,,350SLRN,Silurian System,41.7202222,-91.4684167,487,,6.95,726,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
